캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자,전화번호,영업상태,폐업일자,휴업시작일자,휴업종료일자,우편번호,지역구분,총층수,주변환경,보험기관,건물용도,지상층수,지하층수,객실수
소백산신선펜션&캠핑,,,,충청북도 단양군 가곡면 새밭로 474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소백산오토캠핑장,,,,충청북도 단양군 가곡면 새밭로 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소선암오토캠핑장,,,,충청북도 단양군 단성면 선암계곡로 1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
소풍캠핑장,,,,충청북도 단양군 영춘면 김삿갓로 126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
솔티야영장(단양솔티천캠핑장),,,,충청북도 단양군 단양읍 천동4길 10-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애플마루펜션캠핑장,,,,충청북도 단양군 영춘면 남천4길 104-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우니메이카 단양점,,,,충청북도 단양군 가곡면 새밭로 820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
을전56오토캠핑장,,,,충청북도 단양군 가곡면 을전길 56-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천동계곡 캠핑장,,,,충청북도 단양군 단양읍 천동4길 10-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천동오토캠핑장(상),,,,충청북도 단양군 단양읍 다리안로 528-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천동오토캠핑장(하),,,,충청북도 단양군 단양읍 다리안로 528-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파인카라반 캠핑장,,,,충청북도 단양군 가곡면 남한강로 1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
포시즌,,,,충청북도 단양군 가곡면 남한강로 1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하선암카라반야영장,,,,충청북도 단양군 선암계곡로 1369-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한스빌리지,,,,충청북도 단양군 가곡면 새밭로 393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동학사야영장,,36.35763091,127.2423043,충청남도 공주시 반표면 동학사2로 132,,,,,,,,,,,,,,,,042-825-3005,,,,,,,,,,,,,
남천야영장,,37.0432116,128.5113332,충청북도 단양군 영춘면 남천계곡로 378,,,,,,,,,,,,,,,,043-421-0721,,,,,,,,,,,,,
화양야영장,,36.6823307,127.8053315,충청북도 괴산군 청천면 화양로 733-38,,,,,,,,,,,,,,,,000-0000-0000,,,,,,,,,,,,,
몽산포자동차야영장,,36.6701333,126.2886074,충청남도 태안군 남면 몽산포길 63-43,,,,,,,,,,,,,,,,000-000-0000,,,,,,,,,,,,,
학암포자동차야영장,,36.8973965,126.2075213,충청남도 태안군 원북면 옥파로 1152-37,,,,,,,,,,,,,,,,041-674-3224,,,,,,,,,,,,,
송계자동차야영장,,36.8848551,128.0784281,충청북도 제천시 한수면 미륵송계로 1625,,,,,,,,,,,,,,,,043-653-3250,,,,,,,,,,,,,
금대야영장,,37.2939915,128.0186915,강원도 원주시 판부면 금대리 1333-4,강원도 원주시 판부면 영원산성길 372,,,,,,,,,,,,,,,033-763-5232,,,,,,,,,,,,,
설악동야영장,,38.1640847,128.5442371,강원도 속초시 설악동 370,강원도 속초시 청봉로 25 (설악동),,,,,,,,,,,,,,,033-636-1262,,,,,,,,,,,,,
나는숲이다,일반야영장업,,,강원도 홍천군 화촌면 도심리길 269-16,,,,,,,,,,,,,,,2019-03-08,,폐업,2020-07-20,,,25156,관리지역,,기타,,,,,
장신리마을관리휴양지 야영장,일반야영장업,,,"강원도 고성군 간성읍 소똥령마을길 32, 장신유원지휴게소",,,,,,,,,,,,,,,2019-05-31,,폐업,2019-09-15,,,24741,관리지역,,기타,,,,,
광진해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-24,,폐업,2019-08-25,,,,,,,,,,,
솔밭야영장,일반야영장업,,,강원도 고성군 현내면 초도항길 19,,,,,,,,,,,,,,,2019-07-29,,폐업,2019-08-18,,,24706,관리지역,,기타,,,,,
낙산해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-23,,폐업,2019-08-25,,,,,,,,,,,
기사문리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-23,,폐업,2019-08-25,,,,,,,,,,,
진부리 마을관리휴양지야영장,일반야영장업,,,"강원도 고성군 간성읍 진부리길 10, 진부리마을회관",,,,,,,,,,,,,,,2019-07-08,,폐업,2019-08-18,,,24742,,,,,,,,
동산해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
동산포해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
정암해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
설악해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
하조대해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
북분리해수욕장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
물치해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
원포해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-08-25,,,,,,,,,,,
하마읍리 마을관리휴양지 캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-16,,폐업,2019-09-01,,,,관리지역,,,,,,,
인구해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-22,,폐업,2019-08-25,,,,,,,,,,,
잔교리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-25,,폐업,2019-08-25,,,,,,,,,,,
남애1리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-09,,폐업,2019-08-25,,,,,,,,,,,
남애3리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-09,,폐업,2019-08-25,,,,,,,,,,,
갯마을해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-09,,폐업,2019-08-25,,,,,,,,,,,
청풍로또카라반캠프,일반야영장업,,,충청북도 제천시 청풍면 청풍호로52길 16-41,,,,,,,,,,,,,,,2019-07-25,,폐업,2021-04-02,,,27214,관리지역,,,,,,,
소양호 뱃길나루터,일반야영장업,,,강원도 양구군 양구읍 소양호로 2522,,,,,,,,,,,,,,,2019-08-01,,폐업,2023-01-01,,,24517,관리지역,1,기타,,숙박시설,1,,
인제자연학교캠핑장,일반야영장업,,,강원도 인제군 남면 무학길 48,,,,,,,,,,,,,,,2016-07-14,,폐업,2019-08-01,,,24647,,,,,,,,
동호리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-18,,폐업,2019-08-25,,,,,,,,,,,
용화해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-18,033-576-9119,폐업,2019-08-21,,,,관리지역,,,,,,,
도원리 마을관리휴양지야영장,일반야영장업,,,강원도 고성군 토성면 도원2길 50,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24761,,,,,,,,
화진포(거진)해변야영장,일반야영장업,,,강원도 고성군 거진읍 화진포길 330,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24710,,,,,,,,
청간해변야영장,일반야영장업,,,강원도 고성군 토성면 청간정길 25-2,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24758,,,,,,,,
아야진해변야영장,일반야영장업,,,"강원도 고성군 토성면 아야진해변길 157, 아야진해수욕장관리사무실",,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24756,,,,,,,,
가진리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 가진길 30,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24744,,,,,,,,
공현진2리해변야영장,일반야영장업,,,"강원도 고성군 죽왕면 공현진해변길 108, 공현진2리해변관리사무소",,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24745,,,,,,,,
거진11리해변야영장,일반야영장업,,,강원도 고성군 거진읍 거탄진로72번길 12-1,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24713,,,,,,,,
삼포2리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 삼포해변길 76,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24750,,,,,,,,
백도해변야영장,일반야영장업,,,강원도 고성군 죽왕면 문암항길 133,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24752,,,,,,,,
자작도해변야영장,일반야영장업,,,강원도 고성군 죽왕면 자작도선사길 105-1,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24752,,,,,,,,
반암리해변야영장,일반야영장업,,,강원도 고성군 거진읍 반암길 40,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24723,,,,,,,,
공현진1리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 공현진해변길 47-1,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24745,,,,,,,,
천진해변야영장,일반야영장업,,,강원도 고성군 토성면 천진해변길 43,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24764,,,,,,,,
삼포리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 삼포해변길 15-3,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24750,,,,,,,,
송지호해변야영장,일반야영장업,,,"강원도 고성군 죽왕면 심층수길 73, 행정봉사실",,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24747,,,,,,,,
봉수대해변야영장,일반야영장업,,,"강원도 고성군 죽왕면 봉수대길 10-22, 봉수대해변",,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-18,,,24747,,,,,,,,
월천유원지,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-12,,폐업,2019-08-26,,,,관리지역,,,,,,,
파이브스톤즈,일반야영장업,,,충청북도 충주시 금가면 오미기2길 62-1,,,,,,,,,,,,,,,2019-12-31,,폐업,2020-12-21,,,27445,관리지역,,,,,,,
캠핑 올라,일반야영장업,,,강원도 영월군 주천면 황산벌길 186,,,,,,,,,,,,,,,2020-02-10,,폐업,2022-09-30,,,26207,관리지역,0,,농협손해보험,,0,0,0
예닮펜션캠핑장,일반야영장업,,,강원도 홍천군 두촌면 군유동길64번길 7,,,,,,,,,,,,,,,2021-12-27,,폐업,2022-11-22,,,25160,관리지역,1,,,,0,0,0
오봉산노지캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2020-05-12,,폐업,2020-08-31,,,,관리지역,,,,,,,
캠퍼비치 제2야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-09-30,,폐업,2021-11-30,,,,관리지역,0,기타,,기타,1,0,0
진부리마을관리휴양지야영장,일반야영장업,,,강원도 고성군 간성읍 진부령로 1218,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-17,,,24742,,,,,,,,
화진포솔밭야영장,일반야영장업,,,강원도 고성군 현내면 초도항길 19,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-17,,,24706,,,,,,,,
천진해변야영장,일반야영장업,,,강원도 고성군 토성면 천진해변길 47,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24764,,,,,,,,
청간해변야영장,일반야영장업,,,강원도 고성군 토성면 아야진해변길 17,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24758,,,,,,,,
광진해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,,,,,,,,,
갯마을해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,,,,,,,,,
북분해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,,,,,,,,,
인구해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,,,,,,,,,
물치해수욕장 야영장,일반야영장업,,,강원도 양양군 강현면 동해대로 3552,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,25061,,,,,,,,
남애1리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,,,,,,,,,
봉수대해변야영장,일반야영장업,,,"강원도 고성군 죽왕면 심층수길 22, 자율방범대,의용소방대",,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24747,,,,,,,,
가진리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 가진길 30,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-17,,,24744,,,,,,,,
삼포해변야영장,일반야영장업,,,강원도 고성군 죽왕면 삼포해변길 10,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24750,,,,,,,,
삼포2리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 삼포해변길 76,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24750,,,,,,,,
공현진2리해변야영장,일반야영장업,,,"강원도 고성군 죽왕면 공현진해변길 108, 공현진2리해변관리사무소",,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24745,,,,,,,,
백도해변야영장,일반야영장업,,,강원도 고성군 죽왕면 문암항길 133,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-17,,,24752,,,,,,,,
자작도해변야영장,일반야영장업,,,강원도 고성군 죽왕면 자작도선사길 105-1,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24752,,,,,,,,
공현진1리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 공현진해변길 47,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24745,,,,,,,,
거진11리해변야영장,일반야영장업,,,강원도 고성군 거진읍 거탄진로72번길 6-1,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24713,,,,,,,,
반암리해변야영장,일반야영장업,,,강원도 고성군 거진읍 반암길 40,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-17,,,24723,,,,,,,,
화진포(거진)해변야영장,일반야영장업,,,강원도 고성군 거진읍 화진포길 330,,,,,,,,,,,,,,,2020-07-09,,폐업,2020-08-23,,,24710,,,,,,,,
하조대해수욕장 야영장,일반야영장업,,,강원도 양양군 현북면 하조대해안길 41,,,,,,,,,,,,,,,2020-07-07,,폐업,2020-08-23,,,25047,,,,,,,,
소똥령마을 장신리마을관리휴양지 야영장,일반야영장업,,,강원도 고성군 간성읍 소똥령마을길 82,,,,,,,,,,,,,,,2020-06-30,033-681-8126,폐업,2020-08-23,,,24741,,,,,,,,
동산포(2)해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-27,,폐업,2020-08-23,,,,,,,,,,,
죽도해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-27,,폐업,2020-08-23,,,,,,,,,,,
원산도(소록도)해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-15,,폐업,2020-11-18,,,,관리지역,,,,,,,
원산도해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-15,,폐업,2020-11-18,,,,관리지역,,,,,,,
사창해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-15,041-935-9079,폐업,2020-11-18,,,,관리지역,,,,,,,
주문진해수욕장 향호야영장,일반야영장업,,,강원도 강릉시 주문진읍 주문북로 210,,,,,,,,,,,,,,,2020-07-21,,폐업,2020-08-23,,,25404,자연녹지지역,,,,,,,
옥계해수욕장 야영장,일반야영장업,,,강원도 강릉시 옥계면 금진솔밭길 104-50,,,,,,,,,,,,,,,2020-07-21,,폐업,2020-08-23,,,25633,자연녹지지역,,,,,,,
주문진해수욕장 일반야영장,일반야영장업,,,강원도 강릉시 주문진읍 주문북로 210,,,,,,,,,,,,,,,2020-07-21,,폐업,2020-08-23,,,25404,자연녹지지역,,,,,,,
힐데스하임야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-13,043-640-9033,폐업,2021-08-17,,,,자연녹지지역,,기타,,,,,
기사문해수욕장 야영장,일반야영장업,,,강원도 양양군 현북면 기사문길 8,,,,,,,,,,,,,,,2020-07-16,,폐업,2020-08-23,,,25047,,,,,,,,
잔교해수욕장 야영장,일반야영장업,,,강원도 양양군 현북면 동해대로 1108,,,,,,,,,,,,,,,2020-07-16,,폐업,2020-08-23,,,25047,,,,,,,,
낙산해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-16,,폐업,2020-08-23,,,,,,,,,,,
정암해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-16,,폐업,2020-08-23,,,,,,,,,,,
설악해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-10,,폐업,2020-08-23,,,,,,,,,,,
동산해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-10,,폐업,2020-08-23,,,,,,,,,,,
동산포해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-10,,폐업,2020-08-23,,,,,,,,,,,
동호해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2020-07-10,,폐업,2020-08-23,,,,,,,,,,,
월천유원지,일반야영장업,,,강원도 삼척시 원덕읍 가곡천로 3100-67,,,,,,,,,,,,,,,2020-07-08,033-573-6432,폐업,2020-09-01,,,25960,,,기타,,,,,
월천유원지,일반야영장업,,,강원도 삼척시 원덕읍 가곡천로 3100-67,,,,,,,,,,,,,,,2021-07-18,033-573-6432,폐업,2021-09-01,,,25960,보전녹지지역,0,,,,0,0,0
광진리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-19,,폐업,2021-08-23,,,,,0,,,,0,0,0
정암리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-12,,폐업,2021-08-23,,,,,0,,,,0,0,0
인구1리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-12,,폐업,2021-08-23,,,,,0,,,,0,0,0
남애3리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-12,,폐업,2021-08-23,,,,,0,,,,0,0,0
반암리해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
화진포(거진)해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
송지호해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
화진포솔밭야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
삼포2리해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
공현진1리해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
삼포해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
공현진2리해변야영장,일반야영장업,,,"강원도 고성군 죽왕면 공현진해변길 108, 공현진2리해변관리사무소",,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,24745,,0,,,,0,0,0
가진리해변야영장,일반야영장업,,,강원도 고성군 죽왕면 가진해변길 138,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,24744,,0,,,,0,0,0
청간해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
천진해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
거진11리해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-15,,폐업,2021-08-16,,,,,0,,,,0,0,0
남애1리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-07,,폐업,2021-08-23,,,,관리지역,0,기타,,,0,0,0
원포리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-07,,폐업,2021-08-23,,,,관리지역,0,기타,,,0,0,0
동산포해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-07,,폐업,2021-08-23,,,,주거지역,0,기타,,,0,0,0
물치해수욕장 야영장,일반야영장업,,,강원도 양양군 강현면 동해대로 3552,,,,,,,,,,,,,,,2021-07-07,,폐업,2021-08-30,,,25061,자연녹지지역,0,기타,,,0,0,0
죽도해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-07,,폐업,2021-08-23,,,,자연녹지지역,0,기타,,기타,0,0,0
하조대해수욕장 야영장,일반야영장업,,,강원도 양양군 현북면 하조대해안길 41,,,,,,,,,,,,,,,2021-07-07,,폐업,2021-08-23,,,25047,관리지역,0,기타,,,0,0,0
북분리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-07,,폐업,2021-08-23,,,,관리지역,0,기타,,,0,0,0
외옹치마을 해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-26,,폐업,2021-08-29,,,,자연녹지지역,0,기타,,,0,0,0
낙산해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-13,,폐업,2021-08-23,,,,,0,,,,0,0,0
설악해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-13,,폐업,2021-08-23,,,,,0,,,,0,0,0
원산도(소록도) 해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-11,,폐업,2021-11-10,,,,,0,,,,0,0,0
원산도 해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-11,041-930-4607,폐업,2021-09-16,,,,,0,,,,0,0,0
잔교리해수욕장 야영장,일반야영장업,,,강원도 양양군 현북면 동해대로 1108,,,,,,,,,,,,,,,2021-07-09,,폐업,2021-08-23,,,25047,관리지역,0,기타,,,0,0,0
기사문리해수욕장 야영장,일반야영장업,,,강원도 양양군 현북면 기사문길 8,,,,,,,,,,,,,,,2021-07-09,,폐업,2021-08-23,,,25047,관리지역,1,기타,,근린생활시설,1,0,0
송전리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-09,,폐업,2021-08-23,,,,,0,,,,0,0,0
동호리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-09,,폐업,2021-08-23,,,,,0,,,,0,0,0
사창 해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-07-11,,폐업,2021-11-10,,,,,0,,,,0,0,0
캠퍼비치 제1야영장,일반야영장업,,,,,,,,,,,,,,,,,,2021-08-19,,폐업,2021-11-30,,,,관리지역,1,기타,,기타,1,0,0
해씨유,일반야영장업,,,,,,,,,,,,,,,,,,2021-05-17,,폐업,2021-09-16,,,,,0,,,,0,0,0
봉수대해변캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2021-06-08,,폐업,2021-08-16,,,,관리지역,0,기타,,,0,0,0
청포대오토캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2020-11-18,,폐업,2021-02-25,,,,,,,,,,,
물치해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-10-13,,,,,0,기타,,,0,0,0
해씨유,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-11-15,,,,,0,,,,0,0,0
설악해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,관리지역,0,기타,,,0,0,0
낙산해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-10-24,,,,자연녹지지역,0,기타,,,0,0,0
송전해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-11-07,,,,,0,기타,,,0,0,0
동호리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,,0,,,,0,0,0
하조대해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,관리지역,0,기타,,,0,0,0
잔교리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,,0,기타,,,0,0,0
기사문리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,,0,기타,,,0,0,0
북분리해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-10-31,,,,관리지역,0,기타,,,0,0,0
동산해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,준주거지역,0,기타,,,0,0,0
죽도해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,,0,기타,,,0,0,0
인구해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-08-22,,,,,0,기타,,,0,0,0
원포해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2022-07-08,,폐업,2022-11-07,,,,관리지역,0,기타,,,0,0,0
